gene_name	Spring_1	Spring_2	Spring_3	Spring_4	tHIO_1	tHIO_2	tHIO_3	Infant_1	Adult_1	Adult_2	Adult_3
FLOT1	3	2	5	0	1	1	1	0	2	0	2
FLOT2	1679	1284	1284	1230	486	994	1334	1400	1145	932	1040
FLRT1	9	5	9	17	7	13	12	84	19	37	17
FLRT2	708	271	919	902	949	389	974	1093	118	125	68
FLRT3	2296	1466	1340	1142	175	999	773	307	151	95	160
FLT1	105	19	44	22	11	4	29	556	553	855	587
FLT3	1	0	2	3	0	2	0	98	37	16	49
FLT3LG	106	80	89	67	88	76	66	178	235	142	169
FLT4	109	70	39	22	2	6	7	427	294	256	113
FLVCR1	748	985	1106	963	55	416	248	183	1415	935	1146
FLVCR1-AS1	89	179	112	79	26	82	66	43	129	5	38
FLVCR2	288	373	392	278	27	221	84	264	1609	1715	2840
